-999	WindowSize
-999	OverlapSize
131178	NumberOfSNPs
480	NumberOfIndividuals
SET#	OFFSET	SET_ID	SET_SIZE
11586	8774365	K08E7.2	2
11587	8774626	K08E7.3	2
11588	8774887	K08E7.4	1
11589	8775018	K08E7.5	8
11590	8776059	K08E7.6	3
11591	8776450	K08E7.7	8
11592	8777491	K08E7.8	2
11593	8777752	K08E7.9	24
11594	8780873	K08E7.t1	1
11595	8781004	K08F11.1	1
11596	8781135	K08F11.3	7
11597	8782046	K08F11.4	4
11598	8782567	K08F11.5	5
11599	8783218	K08F4.1	7
11600	8784129	K08F4.11	2
11601	8784390	K08F4.12	2
11602	8784651	K08F4.2	7
11603	8785562	K08F4.3	2
11604	8785823	K08F4.4	10
11605	8787124	K08F4.5	1
11606	8787255	K08F4.6	1
11607	8787386	K08F4.7	3
11608	8787777	K08F4.9	2
11609	8788038	K08F8.1	8
11610	8789079	K08F8.10	1
11611	8789210	K08F8.11	1
11612	8789341	K08F8.12	2
11613	8789602	K08F8.2	5
11614	8790253	K08F8.4	8
11615	8791294	K08F8.5	3
11616	8791685	K08F8.6	14
11617	8793506	K08F8.7	3
11618	8793897	K08F8.9	3
11619	8794288	K08F9.1	4
11620	8794809	K08F9.2	6
11621	8795590	K08F9.3	1
11622	8795721	K08F9.4	5
11623	8796372	K08F9.5	1
11624	8796503	K08G2.12	2
11625	8796764	K08G2.13	7
11626	8797675	K08G2.7	1
11627	8797806	K08G2.8	1
11628	8797937	K08G2.9	3
11629	8798328	K08H10.1	54
11630	8805349	K08H10.10	7
11631	8806260	K08H10.13	1
11632	8806391	K08H10.15	2
11633	8806652	K08H10.4	9
11634	8807823	K08H10.6	3
11635	8808214	K08H10.7	11
11636	8809645	K08H10.9	1
11637	8809776	K08H2.1	2
11638	8810037	K08H2.10	5
11639	8810688	K08H2.2	2
11640	8810949	K08H2.3	5
11641	8811600	K08H2.4	4
11642	8812121	K08H2.5	3
11643	8812512	K08H2.6	4
11644	8813033	K08H2.7	2
11645	8813294	K08H2.8	8
11646	8814335	K08H2.9	7
11647	8815246	K09A11.1	2
11648	8815507	K09A11.2	8
11649	8816548	K09A11.3	3
11650	8816939	K09A11.4	5
11651	8817590	K09A11.5	10
11652	8818891	K09A11.8	1
11653	8819022	K09A11.t1	1
11654	8819153	K09A9.1	6
11655	8819934	K09A9.10	1
11656	8820065	K09A9.2	4
11657	8820586	K09A9.3	6
11658	8821367	K09A9.4	10
11659	8822668	K09A9.5	10
11660	8823969	K09A9.6	17
11661	8826180	K09B11.1	10
11662	8827481	K09B11.10	15
11663	8829432	K09B11.2	11
11664	8830863	K09B11.4	2
11665	8831124	K09B11.5	8
11666	8832165	K09B11.9	10
11667	8833466	K09B3.1	6
11668	8834247	K09C4.1	5
11669	8834898	K09C4.10	13
11670	8836589	K09C4.12	1
11671	8836720	K09C4.2	2
11672	8836981	K09C4.4	4
11673	8837502	K09C4.5	4
11674	8838023	K09C4.6	2
11675	8838284	K09C4.8	7
11676	8839195	K09C4.9	1
11677	8839326	K09C6.1	7
11678	8840237	K09C6.10	1
11679	8840368	K09C6.2	3
11680	8840759	K09C6.3	2
11681	8841020	K09C6.4	6
11682	8841801	K09C6.5	5
11683	8842452	K09C6.7	3
11684	8842843	K09C6.8	10
11685	8844144	K09C6.9	3
11686	8844535	K09C6.t1	1
11687	8844666	K09C8.1	11
11688	8846097	K09C8.2	4
11689	8846618	K09C8.3	9
11690	8847789	K09C8.4	6
11691	8848570	K09C8.5	11
11692	8850001	K09C8.7	3
11693	8850392	K09C8.8	2
11694	8850653	K09C8.9	1
11695	8850784	K09D9.1	2
11696	8851045	K09D9.10	1
11697	8851176	K09D9.11	13
11698	8852867	K09D9.12	7
11699	8853778	K09D9.13	4
11700	8854299	K09D9.2	3
11701	8854690	K09D9.3	3
11702	8855081	K09D9.6	2
11703	8855342	K09D9.7	2
11704	8855603	K09D9.8	4
11705	8856124	K09D9.9	2
11706	8856385	K09E10.1	2
11707	8856646	K09E10.2	2
11708	8856907	K09E2.1	6
11709	8857688	K09E2.2	9
11710	8858859	K09E2.3	6
11711	8859640	K09E2.4	21
11712	8862371	K09E2.6	1
11713	8862502	K09E3.2	1
11714	8862633	K09E3.4	3
11715	8863024	K09E3.5	2
11716	8863285	K09E3.6	3
11717	8863676	K09E3.7	7
11718	8864587	K09E4.1	2
11719	8864848	K09E4.2	8
11720	8865889	K09E4.3	10
11721	8867190	K09E4.4	22
11722	8870051	K09E4.5	13
11723	8871742	K09E4.6	5
11724	8872393	K09E9.1	15
11725	8874344	K09E9.2	6
11726	8875125	K09E9.3	10
11727	8876426	K09E9.4	5
11728	8877077	K09F5.1	6
11729	8877858	K09F5.10	1
11730	8877989	K09F5.13	1
11731	8878120	K09F5.2	11
11732	8879551	K09F5.3	2
11733	8879812	K09F5.5	3
11734	8880203	K09F5.6	11
11735	8881634	K09F5.7	2
11736	8881895	K09F6.10	3
11737	8882286	K09F6.12	1
11738	8882417	K09F6.3	26
11739	8885798	K09F6.4	7
11740	8886709	K09F6.5	5
11741	8887360	K09F6.6	10
11742	8888661	K09F6.7	6
11743	8889442	K09F6.8	6
11744	8890223	K09F6.9	3
11745	8890614	K09G1.1	8
11746	8891655	K09G1.2	3
11747	8892046	K09G1.4	21
11748	8894777	K09G1.5	1
11749	8894908	K09H11.1	6
11750	8895689	K09H11.11	3
11751	8896080	K09H11.12	1
11752	8896211	K09H11.13	2
11753	8896472	K09H11.15	2
11754	8896733	K09H11.3	9
11755	8897904	K09H11.4	9
11756	8899075	K09H11.6	2
11757	8899336	K09H11.9	4
11758	8899857	K09H9.1	5
11759	8900508	K09H9.2	3
11760	8900899	K09H9.3	2
11761	8901160	K09H9.5	2
11762	8901421	K09H9.6	6
11763	8902202	K09H9.7	5
11764	8902853	K10B2.1	4
11765	8903374	K10B2.2	1
11766	8903505	K10B2.3	1
11767	8903636	K10B2.4	2
11768	8903897	K10B2.5	13
11769	8905588	K10B3.1	3
11770	8905979	K10B3.10	29
11771	8909750	K10B3.11	1
11772	8909881	K10B3.5	5
11773	8910532	K10B3.6	12
11774	8912093	K10B3.7	4
11775	8912614	K10B3.8	5
11776	8913265	K10B3.9	2
11777	8913526	K10B4.1	16
11778	8915607	K10B4.2	4
11779	8916128	K10B4.3	16
11780	8918209	K10B4.4	5
11781	8918860	K10B4.5	2
11782	8919121	K10B4.6	4
11783	8919642	K10B4.8	1
11784	8919773	K10C2.1	30
11785	8923674	K10C2.14	1
11786	8923805	K10C2.2	8
11787	8924846	K10C2.3	10
11788	8926147	K10C2.4	6
11789	8926928	K10C2.5	7
11790	8927839	K10C2.6	1
11791	8927970	K10C2.7	1
11792	8928101	K10C2.9	1
11793	8928232	K10C3.12	1
11794	8928363	K10C3.2	3
11795	8928754	K10C3.3	6
11796	8929535	K10C3.4	6
11797	8930316	K10C3.5	7
11798	8931227	K10C3.6	12
11799	8932788	K10C3.9	1
11800	8932919	K10C8.1	8
11801	8933960	K10C8.2	3
11802	8934351	K10C8.3	11
11803	8935782	K10C8.4	1
11804	8935913	K10C8.t1	1
11805	8936044	K10C9.1	12
11806	8937605	K10C9.3	6
11807	8938386	K10C9.4	10
11808	8939687	K10C9.6	4
11809	8940208	K10C9.7	3
11810	8940599	K10C9.8	7
11811	8941510	K10C9.9	5
11812	8942161	K10D11.1	3
11813	8942552	K10D11.2	7
11814	8943463	K10D11.3	6
11815	8944244	K10D11.4	11
11816	8945675	K10D11.5	3
11817	8946066	K10D11.6	5
11818	8946717	K10D11.7	5
11819	8947368	K10D2.1	6
11820	8948149	K10D2.2	3
11821	8948540	K10D2.3	16
11822	8950621	K10D2.4	1
11823	8950752	K10D2.5	1
11824	8950883	K10D2.6	2
11825	8951144	K10D2.7	1
11826	8951275	K10D2.8	7
11827	8952186	K10D3.1	4
11828	8952707	K10D3.2	7
11829	8953618	K10D3.3	5
11830	8954269	K10D3.4	13
11831	8955960	K10D3.6	1
11832	8956091	K10D3.8	1
11833	8956222	K10D6.1	8
11834	8957263	K10D6.12	1
11835	8957394	K10D6.16	2
11836	8957655	K10D6.19	1
11837	8957786	K10D6.2	3
11838	8958177	K10D6.25	1
11839	8958308	K10D6.3	1
11840	8958439	K10D6.4	19
11841	8960910	K10D6.6	7
11842	8961821	K10D6.7	2
11843	8962082	K10D6.8	1
11844	8962213	K10E9.1	33
11845	8966504	K10F12.3	31
11846	8970535	K10F12.4	8
11847	8971576	K10F12.6	1
11848	8971707	K10F12.7	3
11849	8972098	K10F12.8	3
11850	8972489	K10G4.10	6
11851	8973270	K10G4.14	1
11852	8973401	K10G4.2	3
11853	8973792	K10G4.3	2
11854	8974053	K10G4.5	11
11855	8975484	K10G4.9	2
11856	8975745	K10G6.1	16
11857	8977826	K10G6.2	5
11858	8978477	K10G6.3	33
11859	8982768	K10G6.4	3
11860	8983159	K10G6.7	2
11861	8983420	K10G9.1	12
11862	8984981	K10G9.2	6
11863	8985762	K10G9.3	6
11864	8986543	K10H10.1	2
11865	8986804	K10H10.10	3
11866	8987195	K10H10.12	6
11867	8987976	K10H10.13	1
11868	8988107	K10H10.2	3
11869	8988498	K10H10.3	5
11870	8989149	K10H10.5	1
11871	8989280	K10H10.6	4
11872	8989801	K10H10.9	6
11873	8990582	K11B4.1	5
11874	8991233	K11B4.2	2
11875	8991494	K11C4.1	3
11876	8991885	K11C4.12	1
11877	8992016	K11C4.13	1
11878	8992147	K11C4.2	2
11879	8992408	K11C4.3	27
11880	8995919	K11C4.4	4
11881	8996440	K11C4.5	63
11882	9004631	K11C4.t1	1
11883	9004762	K11D12.1	6
11884	9005543	K11D12.10	24
11885	9008664	K11D12.11	1
11886	9008795	K11D12.12	4
11887	9009316	K11D12.13	2
11888	9009577	K11D12.2	7
11889	9010488	K11D12.3	5
11890	9011139	K11D12.4	12
11891	9012700	K11D12.5	1
11892	9012831	K11D12.7	1
11893	9012962	K11D12.8	1
11894	9013093	K11D12.9	4
11895	9013614	K11D2.1	16
11896	9015695	K11D2.2	9
11897	9016866	K11D2.3	10
11898	9018167	K11D2.4	28
11899	9021808	K11D2.5	13
11900	9023499	K11D9.1	16
11901	9025580	K11D9.2	13
11902	9027271	K11D9.3	11
11903	9028702	K11D9.8	1
11904	9028833	K11E4.1	4
11905	9029354	K11E4.2	3
11906	9029745	K11E4.3	8
11907	9030786	K11E4.4	10
11908	9032087	K11E4.5	9
11909	9033258	K11E4.6	4
11910	9033779	K11E4.t2	1
11911	9033910	K11E8.1	38
11912	9038851	K11G12.1	9
11913	9040022	K11G12.2	11
11914	9041453	K11G12.3	9
11915	9042624	K11G12.4	7
11916	9043535	K11G12.5	6
11917	9044316	K11G12.6	8
11918	9045357	K11G12.7	8
11919	9046398	K11G9.1	8
11920	9047439	K11G9.2	5
11921	9048090	K11G9.3	3
11922	9048481	K11G9.4	4
11923	9049002	K11G9.5	5
11924	9049653	K11G9.8	1
11925	9049784	K11H12.1	3
11926	9050175	K11H12.11	3
11927	9050566	K11H12.12	1
11928	9050697	K11H12.13	2
11929	9050958	K11H12.2	1
11930	9051089	K11H12.3	5
11931	9051740	K11H12.4	4
11932	9052261	K11H12.5	6
11933	9053042	K11H12.6	3
11934	9053433	K11H12.7	3
11935	9053824	K11H12.8	8
11936	9054865	K11H12.9	9
11937	9056036	K11H12.t1	1
11938	9056167	K11H3.1	9
11939	9057338	K11H3.2	3
11940	9057729	K11H3.3	4
11941	9058250	K11H3.4	4
11942	9058771	K11H3.5	5
11943	9059422	K11H3.7	5
11944	9060073	K11H3.8	3
11945	9060464	K11H3.t2	1
11946	9060595	K12B6.1	11
11947	9062026	K12B6.11	2
11948	9062287	K12B6.2	8
11949	9063328	K12B6.3	4
11950	9063849	K12B6.4	2
11951	9064110	K12B6.5	1
11952	9064241	K12B6.8	9
11953	9065412	K12B6.9	2
11954	9065673	K12C11.1	11
11955	9067104	K12C11.2	1
11956	9067235	K12C11.3	2
11957	9067496	K12C11.4	56
11958	9074777	K12C11.5	5
11959	9075428	K12C11.6	6
11960	9076209	K12C11.7	3
11961	9076600	K12D12.1	16
11962	9078681	K12D12.2	20
11963	9081282	K12D12.3	6
11964	9082063	K12D12.4	6
11965	9082844	K12D12.5	2
11966	9083105	K12D9.1	2
11967	9083366	K12D9.10	5
11968	9084017	K12D9.12	4
11969	9084538	K12D9.14	6
11970	9085319	K12D9.4	4
11971	9085840	K12D9.7	2
11972	9086101	K12D9.9	4
11973	9086622	K12F2.1	24
11974	9089743	K12F2.2	37
11975	9094554	K12G11.1	8
11976	9095595	K12G11.2	3
11977	9095986	K12G11.3	2
11978	9096247	K12G11.4	1
11979	9096378	K12G11.5	6
11980	9097159	K12G11.6	1
11981	9097290	K12H4.1	10
11982	9098591	K12H4.10	1
11983	9098722	K12H4.2	3
11984	9099113	K12H4.4	2
11985	9099374	K12H4.5	1
11986	9099505	K12H4.7	7
11987	9100416	K12H4.8	21
11988	9103147	K12H4.t1	1
11989	9103278	K12H6.1	14
11990	9105099	K12H6.10	1
11991	9105230	K12H6.11	6
11992	9106011	K12H6.12	14
11993	9107832	K12H6.2	5
11994	9108483	K12H6.3	13
11995	9110174	K12H6.4	4
11996	9110695	K12H6.5	4
11997	9111216	K12H6.6	6
11998	9111997	K12H6.7	4
11999	9112518	K12H6.8	1
12000	9112649	K12H6.9	1
12001	9112780	LLC1.1	10
12002	9114081	LLC1.2	12
12003	9115642	LLC1.3	5
12004	9116293	LLC1.88	1
12005	9116424	M01A10.1	2
12006	9116685	M01A10.2	34
12007	9121106	M01A10.3	4
12008	9121627	M01A12.1	2
12009	9121888	M01A12.4	2
12010	9122149	M01A8.1	1
12011	9122280	M01A8.2	18
12012	9124621	M01A8.4	2
12013	9124882	M01B12.3	3
12014	9125273	M01B12.4	24
12015	9128394	M01B12.5	21
12016	9131125	M01B2.1	4
12017	9131646	M01B2.10	5
12018	9132297	M01B2.11	2
12019	9132558	M01B2.2	5
12020	9133209	M01B2.3	3
12021	9133600	M01B2.4	3
12022	9133991	M01B2.6	4
12023	9134512	M01B2.7	2
12024	9134773	M01B2.8	1
12025	9134904	M01B2.9	4
12026	9135425	M01D1.1	1
12027	9135556	M01D1.10	6
12028	9136337	M01D1.2	15
12029	9138288	M01D1.7	1
12030	9138419	M01D1.8	3
12031	9138810	M01D1.9	3
12032	9139201	M01D7.1	4
12033	9139722	M01D7.2	15
12034	9141673	M01D7.4	17
12035	9143884	M01D7.5	1
12036	9144015	M01D7.6	5
12037	9144666	M01D7.7	11
12038	9146097	M01D7.9	8
12039	9147138	M01E10.2	37
12040	9151949	M01E10.4	1
12041	9152080	M01E11.1	3
12042	9152471	M01E11.2	6
12043	9153252	M01E11.3	6
12044	9154033	M01E11.4	4
12045	9154554	M01E11.5	2
12046	9154815	M01E11.6	5
12047	9155466	M01E11.7	23
12048	9158457	M01E5.1	5
12049	9159108	M01E5.2	5
12050	9159759	M01E5.3	10
12051	9161060	M01E5.4	3
12052	9161451	M01E5.5	9
12053	9162622	M01E5.6	3
12054	9163013	M01E5.7	1
12055	9163144	M01E5.t1	1
12056	9163275	M01F1.1	9
12057	9164446	M01F1.2	2
12058	9164707	M01F1.3	5
12059	9165358	M01F1.4	7
12060	9166269	M01F1.5	15
12061	9168220	M01F1.6	3
12062	9168611	M01F1.7	17
12063	9170822	M01F1.8	11
12064	9172253	M01F1.9	9
12065	9173424	M01G12.10	2
12066	9173685	M01G12.12	19
12067	9176156	M01G12.14	3
12068	9176547	M01G12.4	5
12069	9177198	M01G12.6	2
12070	9177459	M01G12.7	6
12071	9178240	M01G12.9	13
12072	9179931	M01G4.1	1
12073	9180062	M01G4.7	1
12074	9180193	M01G5.1	23
12075	9183184	M01G5.3	19
12076	9185655	M01G5.5	24
12077	9188776	M01G5.6	3
12078	9189167	M01H9.1	3
12079	9189558	M01H9.2	3
12080	9189949	M01H9.3	16
12081	9192030	M01H9.4	9
12082	9193201	M01H9.5	8
12083	9194242	M01H9.6	1
12084	9194373	M02A10.2	13
12085	9196064	M02A10.3	12
12086	9197625	M02B1.1	11
12087	9199056	M02B1.2	4
12088	9199577	M02B1.3	3
12089	9199968	M02B1.4	2
12090	9200229	M02B7.1	1
12091	9200360	M02B7.2	5
12092	9201011	M02B7.3	9
12093	9202182	M02B7.4	2
12094	9202443	M02B7.5	26
12095	9205824	M02B7.6	5
12096	9206475	M02D8.1	6
12097	9207256	M02D8.2	5
12098	9207907	M02D8.3	7
12099	9208818	M02D8.4	9
12100	9209989	M02D8.5	13
12101	9211680	M02D8.7	7
12102	9212591	M02D8.9	1
12103	9212722	M02E1.1	11
12104	9214153	M02E1.2	6
12105	9214934	M02F4.1	11
12106	9216365	M02F4.12	1
12107	9216496	M02F4.2	3
12108	9216887	M02F4.3	10
12109	9218188	M02F4.7	3
12110	9218579	M02F4.8	5
12111	9219230	M02G9.1	18
12112	9221571	M02G9.2	7
12113	9222482	M02G9.3	4
12114	9223003	M02H5.1	7
12115	9223914	M02H5.10	6
12116	9224695	M02H5.11	6
12117	9225476	M02H5.2	3
12118	9225867	M02H5.3	3
12119	9226258	M02H5.4	7
12120	9227169	M02H5.5	1
12121	9227300	M02H5.6	5
12122	9227951	M02H5.7	7
12123	9228862	M02H5.9	1
12124	9228993	M03A1.1	48
12125	9235234	M03A1.3	7
12126	9236145	M03A1.6	15
12127	9238096	M03A1.7	1
12128	9238227	M03A1.8	5
12129	9238878	M03A1.t2	1
12130	9239009	M03A8.1	3
12131	9239400	M03A8.2	27
12132	9242911	M03A8.3	5
12133	9243562	M03A8.4	12
12134	9245123	M03B6.1	4
12135	9245644	M03B6.2	11
12136	9247075	M03B6.3	4
12137	9247596	M03B6.4	27
12138	9251107	M03B6.5	1
12139	9251238	M03C11.1	2
12140	9251499	M03C11.2	6
12141	9252280	M03C11.3	12
12142	9253841	M03C11.4	4
12143	9254362	M03C11.5	10
12144	9255663	M03C11.6	4
12145	9256184	M03C11.7	6
12146	9256965	M03C11.8	8
12147	9258006	M03C11.9	3
12148	9258397	M03D4.1	9
12149	9259568	M03D4.11	1
12150	9259699	M03D4.3	3
12151	9260090	M03D4.4	13
12152	9261781	M03D4.6	4
12153	9262302	M03D4.76	1
12154	9262433	M03D4.77	1
12155	9262564	M03E7.1	3
12156	9262955	M03E7.3	2
12157	9263216	M03E7.4	7
12158	9264127	M03E7.5	4
12159	9264648	M03E7.6	1
12160	9264779	M03E7.9	3
12161	9265170	M03F4.12	1
12162	9265301	M03F4.2	17
12163	9267512	M03F4.3	16
12164	9269593	M03F4.4	4
12165	9270114	M03F4.6	9
12166	9271285	M03F4.7	2
12167	9271546	M03F4.9	1
12168	9271677	M03F8.1	1
12169	9271808	M03F8.2	20
12170	9274409	M03F8.3	10
12171	9275710	M03F8.4	11
12172	9277141	M03F8.5	7
12173	9278052	M03F8.6	4
12174	9278573	M03F8.7	6
12175	9279354	M04B2.1	6
12176	9280135	M04B2.11	2
12177	9280396	M04B2.2	2
12178	9280657	M04B2.3	2
12179	9280918	M04B2.4	7
12180	9281829	M04B2.5	3
12181	9282220	M04B2.6	2
12182	9282481	M04B2.7	14
12183	9284302	M04B2.9	1
12184	9284433	M04C3.1	17
12185	9286644	M04C3.2	5
12186	9287295	M04C3.5	4
12187	9287816	M04C7.1	9
12188	9288987	M04C7.3	1
12189	9289118	M04C7.4	3
12190	9289509	M04C9.1	1
12191	9289640	M04C9.2	4
12192	9290161	M04C9.3	1
12193	9290292	M04C9.4	5
12194	9290943	M04C9.5	13
12195	9292634	M04D5.1	9
12196	9293805	M04D5.3	3
12197	9294196	M04D5.6	1
12198	9294327	M04D8.1	1
12199	9294458	M04D8.2	1
12200	9294589	M04D8.3	1
12201	9294720	M04D8.4	1
12202	9294851	M04D8.5	1
12203	9294982	M04D8.6	2
12204	9295243	M04D8.7	5
12205	9295894	M04F3.1	2
12206	9296155	M04F3.2	5
12207	9296806	M04F3.3	2
12208	9297067	M04F3.4	2
12209	9297328	M04F3.5	5
12210	9297979	M04G12.1	25
12211	9301230	M04G12.2	9
12212	9302401	M04G12.3	3
12213	9302792	M04G12.4	10
12214	9304093	M04G7.1	4
12215	9304614	M04G7.2	4
12216	9305135	M04G7.3	49
12217	9311506	M05B5.1	2
12218	9311767	M05B5.2	3
12219	9312158	M05B5.3	7
12220	9313069	M05B5.4	2
12221	9313330	M05B5.5	2
12222	9313591	M05B5.6	4
12223	9314112	M05B5.7	4
12224	9314633	M05D6.1	3
12225	9315024	M05D6.2	4
12226	9315545	M05D6.3	3
12227	9315936	M05D6.4	6
12228	9316717	M05D6.5	4
12229	9317238	M05D6.6	5
12230	9317889	M05D6.7	2
12231	9318150	M05D6.8	3
12232	9318541	M05D6.9	1
12233	9318672	M106.1	30
12234	9322573	M106.2	17
12235	9324784	M106.3	2
12236	9325045	M106.4	18
12237	9327386	M106.5	5
12238	9328037	M106.7	3
12239	9328428	M106.8	6
12240	9329209	M110.1	5
12241	9329860	M110.2	7
12242	9330771	M110.3	3
12243	9331162	M110.4	9
12244	9332333	M110.5	4
12245	9332854	M110.7	6
12246	9333635	M110.8	3
12247	9334026	M110.9	1
12248	9334157	M116.2	4
12249	9334678	M116.5	7
12250	9335589	M117.1	10
12251	9336890	M117.11	1
12252	9337021	M117.2	2
12253	9337282	M117.3	1
12254	9337413	M117.4	16
12255	9339494	M117.6	1
12256	9339625	M142.1	18
12257	9341966	M142.2	7
12258	9342877	M142.4	13
12259	9344568	M142.5	3
12260	9344959	M142.6	17
12261	9347170	M142.8	5
12262	9347821	M151.1	9
12263	9348992	M151.2	9
12264	9350163	M151.3	5
12265	9350814	M151.4	4
12266	9351335	M151.5	3
12267	9351726	M151.6	1
12268	9351857	M151.7	6
12269	9352638	M151.8	1
12270	9352769	M151.9	8
12271	9353810	M153.2	7
12272	9354721	M153.5	6
12273	9355502	M153.7	1
12274	9355633	M162.1	3
12275	9356024	M162.11	6
12276	9356805	M162.15	1
12277	9356936	M162.2	2
12278	9357197	M162.3	5
12279	9357848	M162.5	10
12280	9359149	M162.7	7
12281	9360060	M162.8	4
12282	9360581	M163.1	1
12283	9360712	M163.11	1
12284	9360843	M163.12	1
12285	9360974	M163.17	1
12286	9361105	M163.2	9
12287	9362276	M163.3	2
12288	9362537	M163.4	19
12289	9365008	M163.5	8
12290	9366049	M163.6	3
12291	9366440	M163.7	6
12292	9367221	M163.8	1
12293	9367352	M163.9	1
12294	9367483	M163.t2	1
12295	9367614	M176.1	2
12296	9367875	M176.10	8
12297	9368916	M176.11	1
12298	9369047	M176.15	1
12299	9369178	M176.2	4
12300	9369699	M176.3	2
12301	9369960	M176.4	3
12302	9370351	M176.5	4
12303	9370872	M176.6	3
12304	9371263	M176.7	7
12305	9372174	M176.8	3
12306	9372565	M18.1	2
12307	9372826	M18.2	4
12308	9373347	M18.3	5
12309	9373998	M18.5	10
12310	9375299	M18.6	5
12311	9375950	M18.7	4
12312	9376471	M18.8	1
12313	9376602	M195.1	2
12314	9376863	M195.2	5
12315	9377514	M195.3	11
12316	9378945	M195.4	1
12317	9379076	M199.1	2
12318	9379337	M199.115	1
12319	9379468	M199.119	1
12320	9379599	M199.2	2
12321	9379860	M199.3	12
12322	9381421	M199.4	2
12323	9381682	M199.5	7
12324	9382593	M199.6	6
12325	9383374	M199.7	4
12326	9383895	M199.8	1
12327	9384026	M199.9	1
12328	9384157	M199.91	1
12329	9384288	M28.1	6
12330	9385069	M28.10	1
12331	9385200	M28.2	17
12332	9387411	M28.4	4
12333	9387932	M28.5	3
12334	9388323	M28.6	15
12335	9390274	M28.7	2
12336	9390535	M28.8	3
12337	9390926	M28.9	13
12338	9392617	M4.1	8
12339	9393658	M4.2	7
12340	9394569	M57.1	9
12341	9395740	M57.2	16
12342	9397821	M6.1	21
12343	9400552	M6.11	2
12344	9400813	M6.3	11
12345	9402244	M6.4	11
12346	9403675	M6.9	1
12347	9403806	M60.13	1
12348	9403937	M60.14	1
12349	9404068	M60.2	9
12350	9405239	M60.4	4
12351	9405760	M60.5	5
12352	9406411	M60.6	8
12353	9407452	M60.7	5
12354	9408103	M60.9	1
12355	9408234	M7.1	2
12356	9408495	M7.10	2
12357	9408756	M7.12	3
12358	9409147	M7.13	3
12359	9409538	M7.2	5
12360	9410189	M7.3	11
12361	9411620	M7.5	10
12362	9412921	M7.7	4
12363	9413442	M7.8	2
12364	9413703	M7.9	1
12365	9413834	M70.1	20
12366	9416435	M70.10	1
12367	9416566	M70.2	1
12368	9416697	M70.3	11
12369	9418128	M70.4	16
12370	9420209	M70.5	15
12371	9422160	M70.7	1
12372	9422291	M79.1	30
12373	9426192	M79.10	1
12374	9426323	M79.12	1
12375	9426454	M79.2	7
12376	9427365	M79.4	3
12377	9427756	M88.1	6
12378	9428537	M88.10	1
12379	9428668	M88.2	4
12380	9429189	M88.3	1
12381	9429320	M88.4	2
12382	9429581	M88.5	20
12383	9432182	M88.6	7
12384	9433093	M88.7	2
12385	9433354	MTCE.35	1
12386	9433485	PAR2.1	1
12387	9433616	PAR2.3	8
12388	9434657	PAR2.4	8
12389	9435698	PDB1.1	6
12390	9436479	R01B10.1	6
12391	9437260	R01B10.2	8
12392	9438301	R01B10.4	3
12393	9438692	R01B10.5	9
12394	9439863	R01B10.6	3
12395	9440254	R01B10.7	1
12396	9440385	R01E6.1	14
12397	9442206	R01E6.3	2
12398	9442467	R01E6.4	10
12399	9443768	R01E6.5	7
12400	9444679	R01E6.6	9
12401	9445850	R01E6.7	8
12402	9446891	R01H10.1	13
12403	9448582	R01H10.3	8
12404	9449623	R01H10.4	3
12405	9450014	R01H10.5	3
12406	9450405	R01H10.6	9
12407	9451576	R01H10.7	8
12408	9452617	R01H10.8	12
12409	9454178	R01H2.1	1
12410	9454309	R01H2.2	2
12411	9454570	R01H2.3	3
12412	9454961	R01H2.4	10
12413	9456262	R01H2.5	5
12414	9456913	R01H2.6	1
12415	9457044	R01H2.7	16
12416	9459125	R01H5.t1	1
12417	9459256	R02C2.1	3
12418	9459647	R02C2.2	2
12419	9459908	R02C2.3	20
12420	9462509	R02C2.4	9
12421	9463680	R02C2.5	6
12422	9464461	R02C2.6	7
12423	9465372	R02C2.7	2
12424	9465633	R02D1.1	8
12425	9466674	R02D3.1	7
12426	9467585	R02D3.2	3
12427	9467976	R02D3.3	15
12428	9469927	R02D3.4	11
12429	9471358	R02D3.5	6
12430	9472139	R02D3.6	1
12431	9472270	R02D3.7	9
12432	9473441	R02D3.8	4
12433	9473962	R02D5.1	2
12434	9474223	R02D5.10	2
12435	9474484	R02D5.13	1
12436	9474615	R02D5.15	1
12437	9474746	R02D5.16	1
12438	9474877	R02D5.22	1
12439	9475008	R02D5.23	2
12440	9475269	R02D5.4	1
12441	9475400	R02D5.6	17
12442	9477611	R02D5.7	1
12443	9477742	R02D5.8	1
12444	9477873	R02D5.9	2
12445	9478134	R02E12.2	14
12446	9479955	R02E12.4	13
12447	9481646	R02E12.5	4
12448	9482167	R02E12.6	16
12449	9484248	R02E12.8	6
12450	9485029	R02E4.1	4
12451	9485550	R02E4.2	5
12452	9486201	R02F11.1	4
12453	9486722	R02F11.10	4
12454	9487243	R02F11.2	4
12455	9487764	R02F11.3	7
12456	9488675	R02F11.4	11
12457	9490106	R02F2.1	7
12458	9491017	R02F2.2	17
12459	9493228	R02F2.5	2
12460	9493489	R02F2.7	3
12461	9493880	R02F2.8	8
12462	9494921	R02F2.9	1
12463	9495052	R03A10.1	3
12464	9495443	R03A10.11	1
12465	9495574	R03A10.12	1
12466	9495705	R03A10.14	1
12467	9495836	R03A10.2	3
12468	9496227	R03A10.3	10
12469	9497528	R03A10.4	14
12470	9499349	R03A10.5	10
12471	9500650	R03A10.6	18
12472	9502991	R03A10.8	1
12473	9503122	R03A10.9	1
